Pořadové číslo;Politický subjekt;Datum publikování;Datum sběru;Odkaz na zdroj;Typ vizualizace;Manipulace osou;;;Porušení konvence;;Chybějící prvky;;;;Přebývající a zmatečné prvky;;
;;;;;;Podseknutá osa;Dvojitá osa;Převrácená osa;Nevhodné řazení;Nevhodné barvy;Chybějící osa či její popis;Neuvedení zdroje;Chybějící název (téma);Absence legendy;3D efekt;Nevhodná vizualizace;Zmatečná vizualizace
447;Piráti;21.09.2017;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155231545874039/?type=3;Sloupcový;N;N;N;N;N;N;Y;Y;Y;N;N;N
448;Piráti;10.10.2017;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155279216559039/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
449;Piráti;13.10.2017;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155286460614039/?type=3;Liniový;Y;N;N;N;N;N;N;N;N;N;N;N
450;Piráti;21.10.2017;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155307418624039/?type=3;Sloupcový;N;N;N;N;N;Y;Y;Y;N;N;N;N
451;Piráti;26.03.2018;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155700582759039/?type=3;Sloupcový;N;N;N;N;Y;Y;N;N;N;N;N;N
452;Piráti;05.04.2018;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155727315184039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
453;Piráti;16.04.2018;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155751361564039/?type=3;Jiný;N;N;N;X;N;N;N;N;N;N;M;M
454;Piráti;06.05.2018;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155794517874039/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
455;Piráti;15.05.2018;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155813959389039/?type=3;Sloupcový;N;N;N;Y;N;Y;Y;N;N;N;N;N
456;Piráti;11.06.2018;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155869863139039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
457;Piráti;15.06.2018;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10155874424039039/?type=3;Geovizualizace;X;X;X;X;N;X;Y;N;N;N;N;N
458;Piráti;26.11.2018;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156230406689039/?type=3;Liniový;N;N;N;N;N;N;N;N;N;N;N;N
459;Piráti;25.01.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156353090859039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;N;M;N;N
460;Piráti;21.02.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156406198164039/?type=3;Geovizualizace;X;X;X;X;N;X;N;N;N;N;N;N
461;Piráti;14.04.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156512627714039/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
462;Piráti;09.05.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156567031089039/?type=3;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
463;Piráti;16.05.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156581506929039/?type=3;Koláčový;X;X;X;N;N;X;M;N;N;N;M;M
464;Piráti;19.05.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156588888159039/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
465;Piráti;28.05.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156609244494039/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
466;Piráti;10.06.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156639076509039/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
467;Piráti;01.07.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10156686207444039/?type=3;Sloupcový;Y;N;N;N;N;Y;N;N;N;N;N;N
468;Piráti;20.11.2019;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10157027370559039/?type=3;Liniový;Y;N;N;N;N;N;Y;N;N;N;N;N
469;Piráti;15.06.2020;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10157650871844039/?type=3;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
470;Piráti;14.07.2020;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10157733817069039/?type=3;Sloupcový;M;N;N;N;N;Y;Y;N;N;N;N;N
471;Piráti;04.10.2020;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10157923491579039/?type=3;Geovizualizace;X;X;X;X;M;X;Y;N;Y;N;N;M
472;Piráti;18.10.2020;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10157957619589039/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
473;Piráti;22.10.2020;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10157966645239039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
474;Piráti;10.12.2020;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158073739524039/?type=3;Jiný;N;N;N;N;N;N;N;N;N;N;Y;Y
475;Piráti;19.01.2021;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158201929924039/?type=3;Sloupcový;M;N;N;N;N;Y;Y;Y;N;N;N;N
476;Piráti;14.02.2021;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158234247929039/?type=3;Sloupcový;M;N;N;N;N;Y;N;Y;Y;N;N;N
477;Piráti;14.03.2021;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158299655834039/?type=3;Sloupcový;N;N;N;N;N;Y;N;N;N;N;N;N
478;Piráti;30.03.2021;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158337366574039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;N;N;N;N
479;Piráti;23.06.2021;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158534150074039/?type=3;Liniový;N;N;N;N;N;N;Y;N;N;N;N;N
480;Piráti;15.07.2021;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158576115414039/?type=3;Sloupcový;N;N;N;N;N;N;M;N;N;N;N;N
481;Piráti;06.09.2021;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158676118244039/?type=3;Sloupcový;Y;N;N;N;N;Y;Y;N;N;N;N;N
482;Piráti;10.09.2021;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158682271999039/?type=3;Liniový;Y;N;N;N;N;Y;N;N;N;N;N;N
483;Piráti;08.02.2022;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10158935740619039/?type=3;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;Y;N
484;Piráti;25.08.2022;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10159243515239039/?type=3;Sloupcový;Y;N;N;N;N;N;Y;N;N;N;N;N
485;Piráti;07.09.2022;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10159264605259039/?type=3;Sloupcový;Y;N;N;N;N;Y;N;N;N;N;N;N
486;Piráti;19.09.2022;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10159287015644039/?type=3;Sloupcový;N;N;N;N;N;N;N;N;Y;N;N;Y
487;Piráti;20.09.2022;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10159289328164039/?type=3;Sloupcový;Y;N;N;N;N;Y;Y;N;N;N;N;N
488;Piráti;22.02.2023;09.12.2023;https://www.facebook.com/ceska.piratska.strana/photos/pb.100044405350251.-2207520000/10159643247619039/?type=3;Sloupcový;N;N;N;N;N;Y;Y;N;N;N;N;N
489;Piráti;05.05.2023;09.12.2023;https://www.facebook.com/photo.php?fbid=820534892770015&set=pb.100044405350251.-2207520000&type=3;Sloupcový;N;N;N;N;N;N;Y;N;M;N;N;N
